publication_title,pdf_title,pdf_url,publication_url,date
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-061-r-idiaspora-journal.pdf,https://publications.iom.int/books/idiaspora-journal-my-insights-and-reflections-diaspora-engagement,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-060-el-regular-pathways.pdf,https://publications.iom.int/books/migration-governance-insights-regular-pathways-delivering-promise-migration,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-052-r-risks-and-protection-through-the-most-dangerous-zones.pdf,https://publications.iom.int/books/risks-and-protection-through-most-dangerous-zones-along-transit-migration-routes-central,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-050-r-emn-annual-report-migration-asylum-2023-en.pdf,https://publications.iom.int/books/austria-annual-report-migration-and-asylum-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-015-l-people-centred-migration-policy-fr.pdf,https://publications.iom.int/books/perspectives-sur-la-gouvernance-de-la-migration-concevoir-des-politiques-migratoires-centrees,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-031-l-mgi-distrito-de-renacimiento-pa-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-distrito-de-renacimiento,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-024-l-lmgi-estado-de-quintana-roo-mx-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-estado-de-quintana-roo,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-030-l-mgi-canton-huaquillas-ec-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-canton-huaquillas-ecuador,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-025-l-mgi-estado-de-sonora-mx-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-estado-de-sonora-mexico,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-054-r-economic-vulnerability-in-afg_0.pdf,https://publications.iom.int/books/economic-vulnerability-afghanistan-amid-converging-crises,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-023-l-lmgi-estado-de-baja_california-mx-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-estado-de-baja-california,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-093-el-on-this-journey-vol-2.pdf,https://publications.iom.int/books/journey-no-one-cares-if-you-live-or-die,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-014-el-mp-lesotho-2023.pdf,https://publications.iom.int/books/migration-lesotho-country-profile-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-057-r-migration-health-2023-en.pdf,https://publications.iom.int/books/migration-health-2023-impact-overview,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-032-l-mgi-province-du-lac-td-fr_1.pdf,https://publications.iom.int/books/indicateurs-de-gouvernance-des-migrations-profil-2024-province-du-lac-tchad,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-036-el-pilot-study-on-southern-migration.pdf,https://publications.iom.int/books/pilot-study-southern-migration-route-and-access-protection-services,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-044-r-cbi-case-studies-2023-en.pdf,https://publications.iom.int/books/iom-cash-based-interventions-annual-report-and-case-studies-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-026-r-return-counselling-children-families-ar.pdf,https://publications.iom.int/books/return-counselling-children-and-their-families-arabic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-025-r-return-counselling-toolkit-ar.pdf,https://publications.iom.int/books/return-counselling-toolkit-arabic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-010-u-mgi-indonesia.pdf,https://publications.iom.int/books/profil-indikator-tata-kelola-migrasi-2024-republik-indonesia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-005-u-iom-ar-abridged-2023-es.pdf,https://publications.iom.int/books/sintesis-del-informe-anual-de-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-004-u-iom-ar-abridged-2023-fr.pdf,https://publications.iom.int/books/rapport-annuel-abrege-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-003-u-iom-ar-abridged-2023-en.pdf,https://publications.iom.int/books/abridged-annual-report-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-002-u-iom-annual-report-2023.pdf,https://publications.iom.int/books/annual-report-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-100-r-impact-evaluation-return-reintegration-programmes-en.pdf,https://publications.iom.int/books/impact-evaluations-return-and-reintegration-programmes,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-058-el_mgi_indonesia.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2024-republic-indonesia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-013-l-people-centred-migration-policy-es.pdf,https://publications.iom.int/books/perspectivas-sobre-la-gobernanza-de-la-migracion-informar-politicas,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-019-l-mgi-panama-es-second-profile.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-segundo-perfil-2024-republica-de-panama,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-067-el-mgi-thailand-thai_0.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-kingdom-thailand-thai,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-007-u-mgi-armenia-armenian.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-republic-armenia-armenian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-095-r-etat-du-marche-de-lemploi-international.pdf,https://publications.iom.int/books/etat-du-marche-de-lemploi-international-et-identification-des-opportunites-pour-les,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-006-u-mgi-provins-jawa-tengah.pdf,https://publications.iom.int/books/profil-indikator-tata-kelola-migrasi-2024-provinsi-jawa-tengah-indonesia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-089-el_mgi_botswana.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-republic-botswana,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-008-l-consultation-sur-le-retour.pdf,https://publications.iom.int/books/consultation-sur-le-retour-des-enfants-et-de-leur-famille,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-067-el-mgi-thailand.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-kingdom-thailand,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-007-l-boite-a-outils-pour-la-consultation.pdf,https://publications.iom.int/books/boite-outils-pour-la-consultation-sur-le-retour,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-057-el_mgi-saint-lucia.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2024-saint-lucia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-etat-de-la-migration-dans-le-monde-2024_0.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch1-fr_1.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-1,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch2-fr_2.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-2,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch3-fr_1.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-3,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch4-fr_1.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-4,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch5-fr_0.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-5,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch7-fr_1.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-7,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch8-fr_1.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-8,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-070-l-wmr2024-ch9-fr_0.pdf,https://publications.iom.int/books/etat-de-la-migration-dans-le-monde-2024-chapitre-9,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-145-r-fostering-financial-empowerment-thailand-en.pdf,https://publications.iom.int/books/fostering-financial-empowerment-needs-assessment-financial-inclusion-migrant-workers-thailand,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-018-l-mgi-canton-lago-agrio-ec-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2024-canton-lago-agrio-ecuador,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-090-el-mgi-costa-rica-second-profile.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2023-costa-rica,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-023-r-access-to-justice-for-migrant-workers-and-victims.pdf,https://publications.iom.int/books/access-justice-migrant-workers-and-victims-trafficking-labour-exploitation-toolkit,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-010-l_reimagining-migration-and-mobility.pdf,https://publications.iom.int/books/reimagining-migration-and-mobility-new-ideas-age-old-human-phenomenon,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-061-el-regular-pathways-executive-summary.pdf,https://publications.iom.int/books/migration-governance-insights-regular-pathways-delivering-promise-migration-executive-summary,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-018-el-snapshot-after-assisted_0.pdf,https://publications.iom.int/books/snapshot-after-assisted-return-germany-long-term-reintegration,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-075-el-after-assisted_return-from-germany.pdf,https://publications.iom.int/books/after-assisted-return-germany-study-long-term-reintegration,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-051-el-mgi-armenia.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-republic-armenia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-046-r-international-dialogue-on-migration-36_1.pdf,https://publications.iom.int/books/international-dialogue-migration-series-no-36-think-about-tomorrow-act-today-future-human-mobility,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-012-r-displaced-persons-from-ukraine_0.pdf,https://publications.iom.int/books/displaced-persons-ukraine-summarizing-overview-austrian-measures-period-february-2022-june,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-013-r-vertriebene-aus-der-ukraine.pdf,https://publications.iom.int/books/vertriebene-aus-der-ukraine-zusammenfassender-uberblick-der-osterreichischen-massnahmen-im,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-032-r-making-migration-work_0.pdf,https://publications.iom.int/books/making-migration-work-analysys-skills-based-mobiliy-schemes-mediterranean-youth,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/arabic_wmr-2022_0.pdf,https://publications.iom.int/books/world-migration-report-2022-arabic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-102-r-horn-of-africa-impact-study-2.pdf,https://publications.iom.int/books/returnees-and-iom-horn-africa-natural-experiment-based-evaluation-impact-study-report-2,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-140-r-migrando-miradas-manual-practico_0.pdf,https://publications.iom.int/books/migrando-miradas-manual-practico-para-la-docencia-sobre-migraciones-y-comunicacion-etica,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-002-el_skill-mobility-partnerships_0.pdf,https://publications.iom.int/books/skills-mobility-partnerships-recommendations-and-guidance-policymakers-and-practitioners,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-116-r-arabic-coa-empp.pdf,https://publications.iom.int/books/canadian-orientation-abroad-economic-mobility-pathways-pilot-participant-workbook-arabic-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-121-r-kiswahili-coa-empp.pdf,https://publications.iom.int/books/canadian-orientation-abroad-economic-mobility-pathways-pilot-participant-workbook-kiswahili-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-120-r-tigrinya-coa-empp.pdf,https://publications.iom.int/books/canadian-orientation-abroad-economic-mobility-pathways-pilot-participant-workbook-tigrinya-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-117-r-spanish-coa-empp.pdf,https://publications.iom.int/books/orientacion-canadiense-en-el-extranjero-proyecto-piloto-sobre-las-vias-de-acceso-la-movilidad,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-028-el-mgi-mongolia.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-mongolia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-119-r-orientation-canadienne-a-letranger_0.pdf,https://publications.iom.int/books/orientation-canadienne-letranger-projet-pilote-sur-la-voie-dacces-la-mobilite-economique,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-001-r-canadian-orientation-abroad-participant-workbook_0.pdf,https://publications.iom.int/books/canadian-orientation-abroad-economic-mobility-pathways-pilot-participant-workbook,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-096-el-mgi-uganda-second-profile_0.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2023-republic-uganda,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-092-el-mgi-palau.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2023-republic-palau,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-042-el-inclusions-of-migration-and-migrants.pdf,https://publications.iom.int/books/inclusion-migration-and-migrants-climate-resilient-development-pathways-context-european,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-030-l-migrants-right-to-health_0.pdf,https://publications.iom.int/books/migrants-right-health-legal-and-policy-instruments-related-migrants-access-health-care-social,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-052-el-mgi-municipality-of-quilmes.pdf,https://publications.iom.int/books/migration-governance-indicators-local-profile-2022-municipality-quilmes-argentina,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-054-el-mgi-city-of-buenos-aires.pdf,https://publications.iom.int/books/migration-governance-indicators-local-profile-2022-autonomous-city-buenos-aires-argentina,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-083-l-mgi-cidade-de-manaus-br-pt.pdf,https://publications.iom.int/books/indicadores-de-governanca-migratoria-local-perfil-2023-cidade-de-manaus-brasil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-079-l-mgi-rio-de-janeiro_1.pdf,https://publications.iom.int/books/indicadores-de-governanca-migratoria-local-perfil-2023-cidade-do-rio-de-janeiro-brasil,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-033-el-people-centred-migration-policy-executive-summary.pdf,https://publications.iom.int/books/migration-governance-insights-informing-people-centred-migration-policies-executive-summary,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-150-r-labour-migration-process-mapping-guide-thai.pdf,https://publications.iom.int/books/labour-migration-process-mapping-guide-understanding-and-assessing,
IOM Publications Platform,United Nations Guiding Principles on Business and Human Rights: UNGP,https://www.ohchr.org/sites/default/files/Documents/Publications/GuidingPrinciplesBusinessHR_EN.pdf,https://publications.iom.int/books/labour-migration-process-mapping-guide-understanding-and-assessing,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-080-l-lapplication-mobile_o-canada.pdf,https://publications.iom.int/books/lapplication-mobile-o-canada-recommandations-sur-la-facon-dameliorer-une-bonne-experience,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-011-l-o-canada-mobile-app.pdf,https://publications.iom.int/books/o-canada-mobile-app-recommendations-how-make-good-user-experience-even-better,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-094-el-mgi-iraq-second-profile.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2023-republic-iraq,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2024-004-l-mgi-success-stories-fr.pdf,https://publications.iom.int/books/indicateurs-de-gouvernance-des-migrations-exemples-de-reussite-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-089-l-mgi-kankan-gn-fr.pdf,https://publications.iom.int/books/indicateurs-de-gouvernance-des-migrations-profil-2023-region-administrative-de-kankan,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-067-l-capacity-building-facilitator-manual-afr_0.pdf,https://publications.iom.int/books/facilitators-guide-capacity-building-manual-establishment-and-implementation-migrant-welfare,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2022-181-r-sop-on-diaspora-engagement.pdf,https://publications.iom.int/books/standard-operating-procedures-diaspora-engagement-shelter-assistance,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-139-r-region-on-the-move-mena.pdf,https://publications.iom.int/books/region-move-regional-mobility-report-middle-east-and-north-africa-2021-2022,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-147-r-returning-home-evaluating-the-impact_1.pdf,https://publications.iom.int/books/returning-home-evaluating-impact-ioms-reintegration-assistance-migrants-horn-africa,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-157-r-mechanisms-for-accessing-legal-identity.pdf,https://publications.iom.int/books/mechanisms-accessing-legal-identity-migrants-central-america-mexico-and-dominican-republic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-068-l-capacity-building-manual-afr_2.pdf,https://publications.iom.int/books/capacity-building-manual-establishment-and-implementation-migrant-welfare-programme-african,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-085-el-mgi-monrovia-lr.pdf,https://publications.iom.int/books/migration-governance-indicators-local-profile-2023-city-monrovia-liberia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-131-r-inner-journeys-mental-health.pdf,https://publications.iom.int/books/inner-journeys-mental-health-and-psychosocial-perspectives-migration-return-and-reintegration,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-156-r-oim-cote-divoire-strategie-nord.pdf,https://publications.iom.int/books/oim-cote-divoire-strategie-nord-2023-2025,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-155-r-oim-cote-divoire-strategie-pays.pdf,https://publications.iom.int/books/oim-cote-divoire-strategie-pays-2022-2025,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-161-r-plan-strategique-2024-2028-fr.pdf,https://publications.iom.int/books/plan-strategique-de-loim-2024-2028,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-160-r-plan-strategique-2024-2028-es_0.pdf,https://publications.iom.int/books/plan-estrategico-de-la-oim-para-el-periodo-2024-2028,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-033-el-mp-eswatini.pdf,https://publications.iom.int/books/migration-eswatini-country-profile-2015-2021,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-159-strategic-plan-2024-2028-en.pdf,https://publications.iom.int/books/iom-strategic-plan-2024-2028,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-003-el-natl-study-labour-market.pdf,https://publications.iom.int/books/national-study-labour-market-cote-divoire,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-111-r-compendium-of-good-practices.pdf,https://publications.iom.int/books/compendium-good-practices-enabling-access-legal-identity-undocumented-migrants,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-027-el-regional-reintegration-model-sa.pdf,https://publications.iom.int/books/manual-inclusive-and-sustainable-reintegration-returning-migrant-workers-south-asia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-076-l-mgi-cuilco-gt-es.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2023-municipalidad-de-cuilco,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-011-el-diasporaengagement_sa.pdf,https://publications.iom.int/books/study-review-existing-practices-southern-african-development-community-member-states-diaspora,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2022-028-r-iom-case-management-guidelines.pdf,https://publications.iom.int/books/iom-case-management-guidelines,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-019-el-mecc-research-report-mauritius-v07_0.pdf,https://publications.iom.int/books/mainstreaming-migration-environment-and-climate-change-reintegration-initiatives-mauritius,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-058-l-mobilite-pastorale_en_v06.pdf,https://publications.iom.int/books/pastoral-mobility-context-climate-change-mali,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-087-l-mgi-municipalidad-de-la-cruz-pe-es-v05.pdf,https://publications.iom.int/books/indicadores-de-gobernanza-de-la-migracion-nivel-local-perfil-2023-municipalidad-de-la-cruz,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/coa-participant-workbook-ar.pdf,https://publications.iom.int/books/canadian-orientation-abroad-participant-workbook-arabic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Research-Report-on-Mental-Health-Tajik_0.pdf,https://publications.iom.int/books/mental-health-problems-returned-tajik-labour-migrants-and-their-experiences-seeking-mental,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/PUB2022-069-R%E2%80%93IDM-34.pdf,https://publications.iom.int/books/international-dialogue-migration-no-34-overlapping-global-crises-impacts-food-insecurity-and,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-tool-5-accommodation-checklist-d4.pdf,https://publications.iom.int/books/checklist-migrant-workers-accommodations-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-tool-4-employment-contracts-checklist-d3.pdf,https://publications.iom.int/books/checklist-employment-contracts-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-tool-3-guidance-note-d3.pdf,https://publications.iom.int/books/guidance-note-recruitment-fees-and-related-costs-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-tool-2-labour-recruiter-checklist-d3.pdf,https://publications.iom.int/books/checklist-labour-recruiter-service-agreements-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-tool-1-summary-d4.pdf,https://publications.iom.int/books/summary-common-challenges-and-risks-experienced-migrant-workers-all-stages-labour-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/pub2023-056-r-iom-mwg-japanese-d4.pdf,https://publications.iom.int/books/migrant-worker-guidelines-employers-japanese,
IOM Publications Platform,国連「ビジネスと人権に関する指導原則（UNGP）」、,https://www.ohchr.org/sites/default/files/documents/publications/guidingprinciplesbusinesshr_en.pdf,https://publications.iom.int/books/migrant-worker-guidelines-employers-japanese,
IOM Publications Platform,United Nations Guiding Principles on Business and Human Rights (UNGP),https://www.ohchr.org/documents/publications/guidingprinciplesbusinesshr_en.pdf,https://publications.iom.int/books/migrant-worker-guidelines-employers-japanese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Review-of-the-National-Diaspora-Policy-Zambia.pdf,https://publications.iom.int/books/review-national-diaspora-policy-legislative-and-institutional-framework-zambia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Canada-Mapping-Report_0.pdf,https://publications.iom.int/books/mapping-rwandan-diaspora-canada-republic-rwanda,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Collective-Insights-Report-2021.pdf,https://publications.iom.int/books/collective-insights-assessment-and-analysis-irregular-migration-south-and-south-east-asian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/WMR-2022-PT-CH-3.pdf,https://publications.iom.int/books/world-migration-report-2022-chapter-3-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Private-Sector-Strategy_1.pdf,https://publications.iom.int/books/private-sector-engagement-strategy-2023-2027,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Estrategia-Regional-y-Plan-PT.pdf,https://publications.iom.int/books/regional-knowledge-management-strategy-and-action-plan-2022-2027-iom-south-america-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Pre-Migration-Health-Activities-2021_0.pdf,https://publications.iom.int/books/pre-migration-health-activities-and-first-line-defence-2021-overview-activities,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/MGI-Local-Albay-%28The%20Philippines%29-2022.pdf,https://publications.iom.int/books/local-migration-governance-indicators-profile-2022-province-albay-philippines,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/MGI-Namibia-2022.pdf,https://publications.iom.int/books/migration-governance-indicators-profile-2022-republic-namibia,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Trafficking-in-persons-in-Fiji.pdf,https://publications.iom.int/books/trafficking-persons-fiji-study-volume-and-characteristics-trafficking-persons-fiji-and,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Labour-Mobility-EHoA_0.pdf,https://publications.iom.int/books/labour-mobility-and-regional-integration-east-and-horn-africa,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/MGI-2nd-Kyrgyyz-RU.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2022-kyrgyz-republic-russian,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/MGI-2nd-Kyrgyyz-2022.pdf,https://publications.iom.int/books/migration-governance-indicators-second-profile-2022-kyrgyz-republic,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/WMR-2022-PT-CH-2.pdf,https://publications.iom.int/books/world-migration-report-2022-chapter-2-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/MPP-48_0.pdf,https://publications.iom.int/books/migration-policy-practice-volxii-number-1-february-2023,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/WMR-2022-PT-CH-1.pdf,https://publications.iom.int/books/world-migration-report-2022-chapter-1-portuguese,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/coa-participant-workbook-rw.pdf,https://publications.iom.int/books/canadian-orientation-abroad-participant-workbook-kinyarwanda,
IOM Publications Platform,Download,https://publications.iom.int/system/files/pdf/Integrating-Migration-Environment-FR.pdf,https://publications.iom.int/books/integration-de-la-migration-dans-les-interventions-pour-lenvironment-et-la-lutte-contre-le,
